Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,3260.9502244,OUT035
FDU28,2040.82550971,OUT035
NCP30,674.025642334,OUT046
FDB39,922.181139169,OUT018
FDE41,1335.90653905,OUT013
DRH11,123.925855431,OUT010
FDA58,2754.63945652,OUT045
FDU50,1655.89753538,OUT046
FDM34,1986.48458083,OUT013
FDM44,1430.47712091,OUT027
FDR39,3523.41644322,OUT045
FDM25,2686.91863965,OUT045
FDQ49,2036.44091946,OUT049
DRH25,847.301835327,OUT018
FDM09,2758.17467907,OUT027
FDL44,542.920191887,OUT019
NCR42,609.360362107,OUT018
DRL59,907.296907181,OUT046
FDX43,2040.82550971,OUT013
DRK47,543.412334889,OUT010
FDU48,1282.88731813,OUT018
FDY12,777.097407858,OUT045
NCN43,1814.65294199,OUT018
NCM55,2680.09986655,OUT018
FDQ21,4089.72385818,OUT027
FDX13,4190.57451591,OUT035
NCK30,5874.42354236,OUT027
FDG20,1233.06924028,OUT049
DRG27,620.826682016,OUT017
FDY14,4183.14678572,OUT018
FDP59,1625.7481324,OUT035
FDU60,3337.51402698,OUT017
NCC18,452.335869284,OUT019
DRJ39,3911.06830251,OUT017
FDS07,1634.62775325,OUT049
FDM08,5874.42354236,OUT027
FDP51,1786.54740581,OUT045
FDU16,1617.41970458,OUT035
FDH12,1408.31894949,OUT013
DRE48,543.412334889,OUT010
NCL42,5874.42354236,OUT027
FDR21,2685.29121884,OUT045
NCW29,1995.63286035,OUT035
FDO11,4179.75109336,OUT013
NCM31,2364.89014609,OUT049
FDV35,542.920191887,OUT019
FDF58,954.087568978,OUT017
NCE43,2676.90484701,OUT049
FDA02,2027.4229696,OUT035
DRL37,123.533414111,OUT010
FDR24,1617.41970458,OUT018
FDW59,1185.8955674,OUT049
FDS22,688.018684241,OUT049
FDW24,770.064429442,OUT017
FDU24,1617.41970458,OUT035
FDA21,5870.59918758,OUT027
FDH58,4089.72385818,OUT027
FDW36,1228.16213222,OUT018
FDI45,4093.26079982,OUT027
FDU01,3443.11794281,OUT018
FDF35,2754.63773744,OUT027
FDU43,467.491115361,OUT019
FDE24,322.602049221,OUT019
FDK50,3233.49864788,OUT049
FDG31,1082.23719431,OUT045
FDC60,1257.96939968,OUT045
FDL36,1406.00597411,OUT013
FDP21,3496.11596034,OUT013
FDW16,2226.61913953,OUT045
FDX02,4013.51075959,OUT017
FDQ58,2758.17467907,OUT027
FDT51,1292.83149284,OUT046
FDD59,1617.41970458,OUT049
NCM42,1627.78749301,OUT018
FDA57,621.207432385,OUT018
FDZ48,1628.7279663,OUT035
FDE46,2031.33978434,OUT045
NCZ30,287.457439693,OUT019
FDB56,3420.21548214,OUT017
FDA25,2754.63773744,OUT027
FDD20,3178.83890169,OUT013
FDL25,1339.25088757,OUT013
NCO18,3403.83458019,OUT049
FDJ45,608.11649896,OUT017
FDR12,2040.82550971,OUT035
NCF19,123.533414111,OUT010
FDK25,3256.89513165,OUT046
NCR17,2240.87088026,OUT046
FDC52,2031.33978434,OUT046
NCA54,2703.3639614,OUT017
FDR45,543.412334889,OUT010
NCM19,2231.5407498,OUT049
FDF39,5874.42354236,OUT027
FDX23,1217.6336389,OUT049
FDD58,1431.59339031,OUT027
FDX28,2227.89947944,OUT013
NCD31,2654.03659064,OUT013
FDU57,2594.95997552,OUT018
FDI27,813.54233824,OUT046
NCM42,1627.78749301,OUT046
FDD32,1360.77292904,OUT027
FDI34,3902.39050908,OUT013
NCM29,2326.73260806,OUT049
FDG46,2223.27639993,OUT018
DRC01,123.533414111,OUT010
FDB15,5874.42354236,OUT027
NCA17,4093.26079982,OUT027
FDF10,2031.33978434,OUT046
FDR26,2758.17467907,OUT027
FDI02,1628.7279663,OUT049
NCM54,334.097176742,OUT010
FDF14,2637.9313406,OUT013
FDJ33,319.468408605,OUT010
FDM20,4202.14993875,OUT035
FDC03,5874.42354236,OUT027
NCX05,1299.21592862,OUT046
NCM41,1370.39556001,OUT027
NCU29,361.920961058,OUT010
FDQ59,1617.41970458,OUT017
FDH46,258.439962298,OUT010
FDH09,889.330099649,OUT013
NCD06,773.451313514,OUT045
FDC15,2035.65125464,OUT035
DRD37,864.431867223,OUT027
FDT28,4093.26079982,OUT027
FDR28,4093.26079982,OUT027
FDT38,1617.41970458,OUT017
FDV34,1351.38247504,OUT027
FDY52,1052.42119781,OUT035
FDB34,1617.41970458,OUT013
DRL23,1626.80167484,OUT018
DRB24,3227.77981908,OUT046
FDJ50,949.04634229,OUT046
FDQ49,2035.65125464,OUT035
FDP20,1197.50415474,OUT035
FDV19,4093.26079982,OUT027
NCR54,2730.21648006,OUT045
FDO09,543.412334889,OUT010
FDS57,2025.17431744,OUT018
FDN10,1660.790765,OUT049
FDV23,1973.98037062,OUT049
FDY28,3806.31085232,OUT049
DRG51,2040.82550971,OUT013
FDD45,256.271526069,OUT019
NCL18,4097.0851546,OUT027
NCM29,2329.42984748,OUT013
FDF17,5874.42354236,OUT027
FDE22,2040.82550971,OUT017
FDQ22,608.346654611,OUT017
FDS01,2692.47682407,OUT013
FDW35,773.962907317,OUT027
FDJ33,2296.61252676,OUT046
NCF54,2689.62260468,OUT035
FDE09,1340.70815875,OUT013
NCE06,1273.78206481,OUT045
DRH49,1181.54897546,OUT049
FDY43,1200.67974151,OUT045
NCT05,4144.67447939,OUT017
FDZ34,3484.33123241,OUT045
FDL38,1617.41970458,OUT017
FDZ31,3422.1644291,OUT017
FDR14,903.304893666,OUT035
NCN54,1190.28335161,OUT049
NCC42,2754.63773744,OUT027
FDK08,1189.91752798,OUT017
FDP59,1626.80167484,OUT013
FDV22,2656.02626097,OUT035
FDD33,4044.66983607,OUT035
DRE60,5874.42354236,OUT027
FDK52,4046.49673225,OUT046
FDA02,2028.79477532,OUT017
FDM56,1226.86407025,OUT049
FDE57,3244.99401029,OUT035
FDM32,1169.6072834,OUT045
NCQ30,1429.22484781,OUT027
FDQ27,2754.63773744,OUT027
FDT60,2754.63773744,OUT027
FDU43,2744.73523859,OUT049
NCO55,1273.84385292,OUT035
FDG02,2040.82550971,OUT045
FDJ28,2724.20043167,OUT013
FDP40,1628.7279663,OUT045
FDJ38,3497.98827843,OUT045
NCC54,4017.56641244,OUT017
NCZ41,1972.74702573,OUT046
FDK38,362.760616817,OUT019
FDU52,2035.65125464,OUT013
FDC40,1180.8153274,OUT046
NCR30,1129.58160268,OUT017
NCN18,2214.26279046,OUT017
FDB50,1617.41970458,OUT035
FDG04,2727.15566746,OUT013
FDR26,2040.82550971,OUT035
NCT17,3393.92917076,OUT018
FDX35,5874.42354236,OUT027
FDS12,1985.47301572,OUT046
NCZ29,2754.63773744,OUT027
FDB38,418.172431447,OUT010
FDP12,755.808377323,OUT013
FDP22,844.53595368,OUT046
FDS26,4087.94376963,OUT018
FDR52,2733.13592645,OUT046
DRJ13,2654.57023868,OUT046
FDU48,1432.91306027,OUT027
FDE29,950.739010133,OUT035
NCT29,1813.83698988,OUT049
DRK37,3332.58435754,OUT018
FDK55,1219.97835728,OUT046
FDR07,1291.1159956,OUT046
FDO21,4097.0851546,OUT027
FDK46,2753.05484088,OUT049
FDB12,1625.7481324,OUT045
FDT31,4093.26079982,OUT027
FDJ33,2282.69525185,OUT045
FDC26,1384.97854442,OUT027
NCQ02,3381.93555574,OUT045
FDP08,543.412334889,OUT010
FDB11,5874.42354236,OUT027
FDV55,2610.62545168,OUT013
FDW20,1813.83698988,OUT049
NCJ18,318.32294229,OUT019
FDC41,1236.0862431,OUT018
FDE14,2754.63773744,OUT027
FDG35,2040.82550971,OUT013
FDF45,895.364947384,OUT035
FDS19,1355.51913277,OUT027
FDS58,542.920191887,OUT019
FDA26,3903.84945048,OUT017
FDM32,1197.00267253,OUT049
FDL45,2321.29459037,OUT046
FDZ55,3255.30147391,OUT049
FDY37,2376.86033196,OUT049
FDO46,3453.57080918,OUT046
FDQ60,1242.95215858,OUT046
FDA19,1986.48458083,OUT018
FDL15,1299.00561245,OUT046
FDM10,2691.52893438,OUT018
NCL05,623.063317114,OUT017
DRK49,123.533414111,OUT010
NCE18,5874.42354236,OUT027
FDG40,646.290252277,OUT049
DRI59,4015.40092428,OUT045
FDK28,4288.23036598,OUT035
NCD06,123.533414111,OUT019
FDO11,543.412334889,OUT019
FDK27,1740.71049644,OUT046
FDT43,908.713843702,OUT027
FDD38,1624.81348032,OUT018
FDA16,3875.40415511,OUT049
FDL14,2758.17467907,OUT027
NCM17,665.886975834,OUT049
FDD20,3201.75274618,OUT045
FDA40,1178.31447915,OUT045
FDL43,1617.41970458,OUT045
FDV15,1625.7481324,OUT045
FDE52,3207.33988648,OUT046
NCL17,345.204801573,OUT010
NCJ31,4037.85390976,OUT045
FDR60,1153.13759478,OUT045
NCA18,1204.08086385,OUT035
FDS21,1407.74348963,OUT027
FDW09,1151.31283847,OUT035
FDL26,3259.21765167,OUT035
FDS47,1617.41970458,OUT018
FDC39,3696.32791002,OUT046
FDT51,1266.90296443,OUT035
FDK40,4305.51254685,OUT035
NCG19,2748.24839101,OUT045
FDZ07,1053.97303141,OUT046
FDF08,1372.56250909,OUT027
FDO04,1075.89636608,OUT013
FDK41,1617.41970458,OUT018
FDP15,4098.2836821,OUT049
NCD43,1211.17485116,OUT018
NCP18,2614.31051025,OUT013
FDZ51,1617.41970458,OUT046
DRH13,1239.18077651,OUT035
FDF38,636.064332709,OUT045
NCI43,775.382333375,OUT045
FDM38,1105.01486082,OUT027
FDS03,1378.24842676,OUT013
DRJ47,3363.25474053,OUT017
FDT50,255.382393309,OUT010
FDV02,2679.44992763,OUT046
NCG18,1625.7481324,OUT017
FDW52,3212.6576163,OUT046
FDS40,613.20295656,OUT035
FDN31,2733.61917933,OUT017
FDA37,2265.0961999,OUT045
FDA15,4226.31218061,OUT046
FDL39,2705.45204375,OUT046
FDJ53,1814.65294199,OUT045
FDX22,3774.95084109,OUT013
NCZ42,4113.45294637,OUT045
FDD56,4093.26079982,OUT027
FDD40,3574.22598327,OUT017
FDS50,3866.2838294,OUT013
NCN14,2040.82550971,OUT013
FDT15,2040.82550971,OUT013
NCS18,4089.72385818,OUT027
NCO26,319.118584033,OUT010
FDF58,981.290981366,OUT018
NCB19,1617.41970458,OUT013
FDH26,2009.59154696,OUT017
DRB24,5870.59918758,OUT027
FDA49,1267.81493317,OUT018
FDB32,1617.41970458,OUT045
FDI36,3563.09217934,OUT017
NCA17,357.881979638,OUT010
FDH22,1945.13776889,OUT013
NCM26,2596.38439608,OUT018
FDT15,2758.17467907,OUT027
FDB16,1195.35852369,OUT018
NCP54,4089.72385818,OUT027
FDJ36,1625.7481324,OUT013
FDO28,1197.09630776,OUT045
FDU09,2231.44290498,OUT013
FDF29,2309.24106775,OUT017
FDY08,2007.10286408,OUT013
DRJ59,609.360362107,OUT018
FDT23,1363.84251684,OUT027
FDU15,609.44540096,OUT018
FDT47,2237.3636768,OUT013
FDI53,417.995784317,OUT019
FDR59,4169.45966337,OUT018
FDD53,625.463288687,OUT035
FDY51,3852.85160106,OUT017
FDT04,653.714595892,OUT049
FDU51,3431.06199036,OUT049
FDG14,3241.65134371,OUT035
NCU06,2750.54504966,OUT045
DRG25,3566.91270922,OUT046
DRH49,1155.94463289,OUT035
FDN15,1995.63286035,OUT035
FDL43,1617.41970458,OUT018
NCT18,3537.00152296,OUT049
NCB31,2749.58427579,OUT013
FDK57,3237.68189995,OUT035
FDY04,438.210342555,OUT019
NCP54,2282.38095261,OUT046
FDF41,3966.14065445,OUT013
FDM01,2216.26759243,OUT045
FDW03,2229.11705386,OUT045
FDF28,2270.53524854,OUT045
FDY37,2366.13311752,OUT017
FDQ03,2040.82550971,OUT017
FDP51,2754.63773744,OUT027
FDJ40,2216.86639723,OUT017
FDC32,1278.2735994,OUT049
DRI49,2754.63773744,OUT027
NCW54,888.320603132,OUT017
FDF09,608.807939635,OUT017
FDP45,4024.84376287,OUT018
DRJ23,2671.66735599,OUT018
FDS59,1628.7279663,OUT017
FDY08,1995.63286035,OUT046
FDX16,2611.1726381,OUT049
FDY16,3328.61261731,OUT018
FDK32,3238.37613521,OUT035
FDQ22,764.144679928,OUT013
NCC31,2036.44091946,OUT018
FDG58,2032.86028674,OUT049
DRF48,2040.82550971,OUT013
DRH36,1152.67025685,OUT049
NCR30,1135.34514278,OUT035
FDB03,543.412334889,OUT019
FDZ28,2754.63773744,OUT027
FDR35,3536.00946291,OUT017
DRD15,4097.0851546,OUT027
FDJ33,321.86820575,OUT019
FDA56,319.957784654,OUT010
FDP56,823.785200671,OUT046
NCT30,823.185300843,OUT046
FDK15,1617.41970458,OUT017
FDH44,2029.93357309,OUT018
FDV01,2638.31679897,OUT013
DRG03,2646.45196057,OUT017
FDG50,1427.13868071,OUT027
FDR16,543.412334889,OUT010
FDZ60,1291.09540121,OUT046
DRG03,2646.28788742,OUT045
FDS56,4156.29330112,OUT018
FDU33,761.529952876,OUT045
DRD27,1184.6863789,OUT035
FDW22,3976.32960513,OUT046
DRA24,2656.48478396,OUT045
FDF38,655.377975409,OUT049
FDX48,2035.65125464,OUT013
FDS58,3173.47443826,OUT018
FDC32,1288.11476296,OUT046
NCQ29,2040.82550971,OUT045
DRK39,1617.41970458,OUT018
NCS38,1637.73019733,OUT017
DRO47,1628.7279663,OUT013
DRG27,774.442111452,OUT027
FDC57,2761.99903386,OUT027
FDS55,2612.25995587,OUT046
NCJ06,1780.29109377,OUT018
FDO01,312.446021494,OUT019
NCM55,2732.00334635,OUT045
FDC52,2031.33978434,OUT049
FDQ15,1617.41970458,OUT045
NCT30,906.830905964,OUT027
NCR42,761.329010693,OUT027
FDD28,894.50976963,OUT035
FDQ34,1238.60621095,OUT049
FDZ12,4089.72385818,OUT027
DRE13,252.89040376,OUT019
NCN07,317.400786226,OUT019
FDM28,2040.82550971,OUT035
FDI10,3393.91044342,OUT017
FDQ25,2665.28329455,OUT013
FDA38,447.413255736,OUT010
DRI13,3849.98379019,OUT049
FDY20,1424.48602057,OUT027
NCZ53,3539.1553939,OUT035
NCM31,2561.0051095,OUT013
DRB01,2040.82550971,OUT017
DRF37,4234.16093869,OUT046
NCF42,2040.82550971,OUT049
FDF16,2031.33978434,OUT018
FDB41,886.64988514,OUT013
FDR34,4002.7046924,OUT013
FDR15,2596.54090859,OUT018
NCV42,279.449939821,OUT019
FDW51,3830.81972715,OUT035
FDU36,1617.41970458,OUT017
FDX60,1617.41970458,OUT049
FDY03,1634.62775325,OUT035
FDW55,4201.97166091,OUT045
FDT01,543.412334889,OUT010
FDG58,2035.65125464,OUT013
FDK21,4203.0481774,OUT017
NCS41,445.408547669,OUT019
FDS10,2695.44874631,OUT045
NCT53,2040.82550971,OUT046
FDJ28,2681.38753693,OUT018
FDX44,1617.41970458,OUT045
FDT20,617.713186967,OUT018
FDO44,2214.81442284,OUT017
NCX17,3917.56704664,OUT049
FDY01,1657.85943119,OUT017
FDJ12,5874.42354236,OUT027
DRK35,609.360362107,OUT018
FDD47,542.920191887,OUT019
NCM53,1627.78749301,OUT035
FDO45,1334.41081772,OUT013
NCM42,274.159732969,OUT010
FDE04,2688.0311877,OUT046
NCI30,4097.0851546,OUT027
FDZ19,3337.22660063,OUT013
FDW57,3256.20007712,OUT013
FDA25,1625.7481324,OUT013
FDT22,972.959623898,OUT046
FDP51,1694.20298343,OUT013
FDD48,2754.63773744,OUT027
FDY39,3523.81291657,OUT035
FDO48,469.014347677,OUT010
FDD23,5870.59918758,OUT027
DRN35,761.329010693,OUT027
FDT01,3860.13822346,OUT035
FDC20,123.533414111,OUT010
DRJ35,1007.86995345,OUT035
FDB32,1617.41970458,OUT046
FDL24,3380.10549903,OUT046
NCV42,1634.62775325,OUT035
FDZ46,1627.78749301,OUT046
FDC15,2036.44091946,OUT013
FDD08,123.533414111,OUT019
FDY50,1617.41970458,OUT049
FDD36,1710.4141302,OUT013
FDG57,905.801867857,OUT027
FDL21,621.207432385,OUT018
FDN16,2754.63773744,OUT027
FDJ09,897.327637541,OUT027
FDS01,467.06868019,OUT010
FDV33,4225.79841807,OUT017
DRE12,1636.8077588,OUT017
FDR07,1408.15497174,OUT013
FDP48,542.920191887,OUT010
NCB55,895.778882644,OUT035
FDQ08,1185.3127084,OUT013
FDR34,4132.68705018,OUT035
FDO33,1628.7279663,OUT046
FDP13,632.545092183,OUT045
FDX12,4020.85330765,OUT049
NCT06,2040.82550971,OUT049
FDR16,543.412334889,OUT019
FDE36,3243.23806162,OUT046
FDZ36,3574.13789971,OUT049
FDV13,1617.41970458,OUT045
NCZ17,613.935627695,OUT035
FDU56,3375.97262599,OUT045
FDM09,2040.82550971,OUT035
FDV02,2682.75406065,OUT017
FDS34,1634.62775325,OUT018
FDA11,1617.41970458,OUT049
FDP09,3904.80031437,OUT017
FDB29,2754.63773744,OUT027
FDT19,3416.73916416,OUT017
DRH15,645.45471827,OUT017
FDY38,3946.56953409,OUT046
FDF14,4093.26079982,OUT027
FDN48,253.441442096,OUT010
FDQ12,2751.12898524,OUT013
NCJ43,2040.82550971,OUT045
FDE17,358.66968198,OUT019
FDB05,4135.59015391,OUT035
FDH10,2722.57355866,OUT045
NCR06,621.52513827,OUT017
FDU32,1808.73224784,OUT018
FDD56,2692.42919833,OUT049
FDO36,2652.58009525,OUT018
FDH16,254.841327874,OUT010
FDX10,608.881157973,OUT018
FDZ37,1164.77188139,OUT017
FDU31,543.412334889,OUT010
DRC49,2371.62022598,OUT049
FDL15,1271.65139276,OUT045
FDN32,542.920191887,OUT019
DRH59,1346.44020856,OUT027
NCU29,2614.31369887,OUT049
FDR37,542.920191887,OUT019
FDS14,2039.17844846,OUT018
FDU02,5874.42354236,OUT027
FDJ08,2741.16313153,OUT035
NCZ06,4125.4571244,OUT045
FDO31,1617.41970458,OUT049
FDH31,1210.58867178,OUT018
FDS58,3247.65139504,OUT017
NCA53,905.807345537,OUT027
FDF50,3641.64646948,OUT046
NCW42,2747.26048296,OUT049
NCQ17,2647.82862308,OUT045
FDK51,4146.926602,OUT018
NCW41,542.920191887,OUT010
NCR29,886.970097296,OUT017
FDB08,374.282429707,OUT019
FDA40,1369.91263346,OUT027
FDL14,2039.17844846,OUT018
FDB47,2728.71073022,OUT046
FDO03,4076.4372348,OUT035
DRK13,543.412334889,OUT019
FDX13,543.412334889,OUT010
FDF52,2724.19707974,OUT046
FDT11,2724.97291264,OUT013
FDB08,2641.96361375,OUT013
FDQ28,3182.65685683,OUT018
FDD29,4240.67520689,OUT045
NCQ29,2761.99903386,OUT027
NCO02,1300.12468035,OUT013
FDR56,543.412334889,OUT010
NCM54,2308.99323281,OUT049
FDP51,1659.87386694,OUT035
FDT38,1617.41970458,OUT013
FDZ20,3995.98830917,OUT018
FDJ53,1794.62135555,OUT013
FDX13,4075.13494889,OUT049
FDP58,2762.49780148,OUT035
NCK31,123.533414111,OUT019
FDA35,2258.3157792,OUT018
FDV37,2687.78099897,OUT018
NCO07,4097.0851546,OUT027
FDA20,3530.9413065,OUT045
FDZ59,2679.02474445,OUT035
NCY17,651.643218082,OUT017
FDQ28,3236.98845089,OUT035
FDV35,3245.73416493,OUT017
FDQ36,755.808377323,OUT013
FDD34,2606.15084553,OUT018
FDK51,4258.12063895,OUT045
FDV31,2040.82550971,OUT035
FDR04,1617.41970458,OUT035
FDR14,931.145869775,OUT049
DRC36,542.920191887,OUT010
FDE39,320.491233956,OUT019
FDP57,1625.7481324,OUT049
FDE57,3227.95888257,OUT046
NCN18,2228.92344112,OUT046
NCQ05,2593.62190158,OUT018
FDW47,1780.29109377,OUT035
FDV46,1995.63286035,OUT035
NCP29,1077.64270058,OUT045
FDE09,1212.0986813,OUT018
NCU06,4097.0851546,OUT027
FDT19,542.920191887,OUT010
DRF15,1191.72412638,OUT017
DRI51,3243.74599171,OUT013
NCX54,1625.7481324,OUT013
DRE01,2752.6482675,OUT013
NCB07,3595.61154208,OUT045
FDU50,1636.8077588,OUT035
FDG40,613.45642356,OUT035
FDW10,3261.17736026,OUT018
FDX51,2726.37285388,OUT013
NCP17,1082.07187014,OUT045
FDP21,3551.39562582,OUT035
FDL04,1626.80167484,OUT045
FDV23,1824.16899436,OUT013
FDF24,1617.41970458,OUT046
FDH56,2754.63773744,OUT027
FDB51,985.095997443,OUT049
FDI58,2754.63773744,OUT027
FDR20,884.545131828,OUT013
FDC51,2262.80832436,OUT018
FDB16,1368.1580795,OUT027
FDE40,981.468143109,OUT049
NCM17,631.625213909,OUT035
FDU56,3542.98091459,OUT035
FDS32,320.375484858,OUT019
FDX02,3937.4358868,OUT049
FDT39,4093.26079982,OUT027
FDE35,895.89144842,OUT017
NCI42,467.338953878,OUT019
DRL23,1626.80167484,OUT046
FDA10,1814.65294199,OUT046
FDA11,1617.41970458,OUT013
NCM06,2640.91228746,OUT046
NCT05,4248.56813899,OUT035
NCQ02,542.920191887,OUT010
NCY06,2318.26044734,OUT049
FDY56,4072.26059192,OUT035
FDL02,1625.7481324,OUT035
NCI06,3416.90904318,OUT035
FDQ14,2031.33978434,OUT045
FDQ12,2755.92462889,OUT017
FDP36,822.452369873,OUT046
FDK21,5874.42354236,OUT027
FDO40,2610.9531079,OUT045
NCK54,283.77662318,OUT019
FDY09,1215.38252452,OUT018
NCW30,4145.16261622,OUT049
NCC55,761.329010693,OUT027
FDE58,2221.22202218,OUT018
FDR39,3502.84204352,OUT013
FDU28,2040.82550971,OUT049
FDH08,4013.89438821,OUT017
FDG35,2040.82550971,OUT045
FDG22,645.828967253,OUT049
FDC34,2656.11253091,OUT035
FDP15,4019.37347924,OUT018
FDK34,543.412334889,OUT010
FDU45,1655.89753538,OUT035
FDQ04,772.00300826,OUT027
FDX22,3703.55797138,OUT018
FDB45,1198.22874613,OUT017
NCH43,2761.99903386,OUT027
DRE60,3907.32803283,OUT046
FDD17,5874.42354236,OUT027
NCM54,2302.80039207,OUT017
NCH55,1983.1978955,OUT013
NCT06,2040.82550971,OUT017
FDA48,5874.42354236,OUT027
FDY58,5874.42354236,OUT027
FDO25,3824.71705256,OUT045
FDN50,1181.37559318,OUT045
FDH35,2669.12930135,OUT035
FDK09,3971.21562991,OUT045
FDO16,1617.41970458,OUT013
FDW11,1095.78605371,OUT045
FDU47,1378.34495427,OUT027
NCQ42,334.12799177,OUT010
FDK55,1420.98374095,OUT027
FDN08,1655.89753538,OUT049
FDT57,4142.62796014,OUT045
FDJ12,3691.25826549,OUT018
DRL59,790.523037206,OUT017
NCN53,660.772093881,OUT046
FDO51,123.533414111,OUT010
FDK56,2733.9313252,OUT017
FDY12,823.025458315,OUT035
FDU15,613.45642356,OUT035
FDQ19,4138.13139928,OUT046
DRF15,1195.53452806,OUT045
DRE25,253.974891397,OUT019
FDK57,3164.3024599,OUT018
FDD33,543.412334889,OUT010
FDR34,5874.42354236,OUT027
FDU04,1798.78931909,OUT045
FDE35,131.449394978,OUT019
NCD31,2664.49684969,OUT035
FDJ56,1617.41970458,OUT035
NCU53,2040.82550971,OUT046
FDD39,3937.64511011,OUT035
NCU17,261.126723572,OUT019
FDJ20,1836.76183216,OUT046
NCW41,3147.62480869,OUT018
FDL52,621.086358062,OUT035
FDS39,3254.79333064,OUT035
DRJ47,3372.57996124,OUT045
FDP13,123.533414111,OUT010
DRK39,250.428823158,OUT010
FDF28,328.478191874,OUT010
FDB09,1273.03485208,OUT045
FDM51,1617.41970458,OUT046
DRM49,737.377739989,OUT018
DRF23,2679.64446577,OUT013
DRH01,2692.88402862,OUT035
FDH12,1432.74951721,OUT027
FDA28,289.873715842,OUT019
FDW37,1617.41970458,OUT018
FDF02,1625.7481324,OUT046
DRL37,677.005770388,OUT046
NCF43,2369.65744406,OUT046
FDH08,543.412334889,OUT010
FDR34,543.412334889,OUT019
NCK19,2736.18893742,OUT049
NCD55,624.147385412,OUT018
FDT27,3973.98219081,OUT049
FDQ57,2608.49996917,OUT045
FDA47,2662.94256723,OUT035
DRG15,1336.56733561,OUT027
FDE05,2563.0167246,OUT018
FDN46,2228.92344112,OUT046
FDX27,1373.17557411,OUT027
FDT51,1264.60833828,OUT045
FDU33,783.443661735,OUT013
FDJ16,1174.86332512,OUT027
FDD20,542.635105545,OUT019
FDT36,646.290252277,OUT049
DRF15,1384.6295411,OUT027
FDN52,252.097118451,OUT010
FDC22,4097.0851546,OUT027
FDX15,2650.79038156,OUT045
FDT13,2725.86004793,OUT013
FDU04,1798.78931909,OUT017
FDU31,543.412334889,OUT019
FDW59,1364.99693627,OUT027
NCO29,2663.98913531,OUT046
FDL15,1273.64642838,OUT035
FDI41,2611.95036307,OUT049
FDQ48,1617.41970458,OUT049
DRI39,1079.75246377,OUT013
FDI08,4134.25661961,OUT013
FDC21,1291.56675458,OUT049
FDF58,1030.92948333,OUT035
FDS08,468.522204675,OUT010
FDE47,1824.16899436,OUT045
NCP18,359.242280958,OUT019
NCR41,1617.41970458,OUT013
FDA27,4132.09053714,OUT013
FDA43,2740.59636729,OUT035
FDA49,1254.01996098,OUT045
NCE55,3363.15401938,OUT018
DRM49,897.851744697,OUT027
FDF22,5874.42354236,OUT027
FDQ15,1617.41970458,OUT018
NCS54,3378.02609971,OUT017
NCY05,756.287581457,OUT013
FDR45,4171.39387793,OUT046
FDK57,3223.92223083,OUT049
FDF41,543.412334889,OUT010
FDV21,1976.06264863,OUT046
FDD51,808.506571062,OUT046
FDF33,1627.78749301,OUT046
FDA38,2040.82550971,OUT046
FDR56,3585.77889199,OUT045
NCN41,1266.23866151,OUT017
FDC60,1431.11878734,OUT027
FDB47,2731.10741435,OUT045
DRH01,2681.73887511,OUT013
FDW08,1625.7481324,OUT046
FDF38,769.379947713,OUT027
FDY32,2040.82550971,OUT017
FDG34,1220.24330129,OUT049
FDG47,543.412334889,OUT019
NCF18,3581.08343736,OUT035
FDL39,468.674366158,OUT019
NCH55,1976.06264863,OUT035
DRJ35,981.026491227,OUT049
FDS44,4036.58703613,OUT035
DRE01,2710.90971135,OUT018
FDY39,3455.97733456,OUT013
FDY32,2040.82550971,OUT018
FDR33,2754.63773744,OUT027
NCP50,1182.17278817,OUT049
FDZ47,1617.41970458,OUT018
FDU57,2645.57235768,OUT049
FDY44,3501.53265427,OUT013
DRH59,1152.22775008,OUT018
FDB03,5874.42354236,OUT027
FDY46,3494.36192783,OUT045
FDM39,3429.84902738,OUT045
FDY36,1217.06596862,OUT035
NCM55,2732.98357621,OUT035
FDJ50,123.533414111,OUT010
DRL60,2031.33978434,OUT013
NCJ54,4039.59513524,OUT049
FDX59,608.577783985,OUT017
FDI07,3516.87392337,OUT013
DRF51,123.533414111,OUT010
FDM14,2224.83025258,OUT017
FDP21,3550.71036509,OUT045
FDE40,1086.62496371,OUT035
FDE05,2615.4606263,OUT035
FDM13,1384.57664297,OUT027
FDC34,4093.26079982,OUT027
NCI55,2262.30876467,OUT018
NCE43,2625.83540375,OUT018
FDW58,1627.78749301,OUT018
FDG60,4151.05849516,OUT045
FDV31,2040.82550971,OUT017
FDR47,2719.48037823,OUT013
FDM60,123.533414111,OUT019
NCF06,2704.2005955,OUT018
NCN26,2754.63773744,OUT027
FDQ59,1617.41970458,OUT049
FDF09,660.292889747,OUT046
NCS06,4214.36477716,OUT017
FDT44,1661.86577398,OUT046
FDI19,4174.01007897,OUT017
FDT22,948.840930111,OUT017
NCF54,4093.26079982,OUT027
DRG25,3524.04684635,OUT045
FDB59,2723.66843017,OUT017
FDQ37,3619.32245301,OUT017
FDP56,774.283958541,OUT035
FDW44,2040.82550971,OUT035
FDJ26,467.491115361,OUT010
FDU43,2696.78629349,OUT018
FDW33,1625.7481324,OUT045
NCX53,4089.72385818,OUT027
FDN56,362.182330332,OUT010
DRF15,1224.63398363,OUT049
FDO33,1640.71875727,OUT017
FDZ39,258.024603075,OUT010
NCJ19,889.175780885,OUT017
