Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,3307.87890312,OUT035
FDU28,1800.71252845,OUT035
NCP30,693.682173815,OUT046
FDB39,954.150993649,OUT018
FDE41,1296.38489246,OUT013
DRH11,123.257994393,OUT010
FDA58,2615.59255083,OUT045
FDU50,1789.89078948,OUT046
FDM34,1793.35036678,OUT013
FDM44,1353.25811668,OUT027
FDR39,3489.05081978,OUT045
FDM25,2595.7865269,OUT045
FDQ49,1800.71252845,OUT049
DRH25,848.016181643,OUT018
FDM09,2753.38646098,OUT027
FDL44,542.837518449,OUT019
NCR42,682.843545838,OUT018
DRL59,886.116930531,OUT046
FDX43,1800.71252845,OUT013
DRK47,542.837518449,OUT010
FDU48,1235.56891187,OUT018
FDY12,770.737179206,OUT045
NCN43,1789.89078948,OUT018
NCM55,2611.66423433,OUT018
FDQ21,4094.62367815,OUT027
FDX13,4138.55607593,OUT035
NCK30,5869.25184573,OUT027
FDG20,1193.04302407,OUT049
DRG27,685.618594928,OUT017
FDY14,4120.23062167,OUT018
FDP59,1789.89078948,OUT035
FDU60,3374.31264543,OUT017
NCC18,452.630344801,OUT019
DRJ39,3895.58087602,OUT017
FDS07,1789.89078948,OUT049
FDM08,5869.25184573,OUT027
FDP51,1789.89078948,OUT045
FDU16,1789.89078948,OUT035
FDH12,1343.83929435,OUT013
DRE48,542.837518449,OUT010
NCL42,5869.25184573,OUT027
FDR21,2598.00000074,OUT045
NCW29,1793.35036678,OUT035
FDO11,4093.49920579,OUT013
NCM31,2499.72428623,OUT049
FDV35,542.837518449,OUT019
FDF58,1041.84554864,OUT017
NCE43,2595.7865269,OUT049
FDA02,1800.71252845,OUT035
DRL37,122.842904747,OUT010
FDR24,1789.89078948,OUT018
FDW59,1187.43917343,OUT049
FDS22,705.220333406,OUT049
FDW24,763.735863852,OUT017
FDU24,1789.89078948,OUT035
FDA21,5869.25184573,OUT027
FDH58,4094.62367815,OUT027
FDW36,1196.68323406,OUT018
FDI45,4094.62367815,OUT027
FDU01,3410.11650977,OUT018
FDF35,2753.38646098,OUT027
FDU43,465.112503715,OUT019
FDE24,323.250728693,OUT019
FDK50,3281.51835086,OUT049
FDG31,1157.78944377,OUT045
FDC60,1226.72659155,OUT045
FDL36,1342.2409816,OUT013
FDP21,3456.5245516,OUT013
FDW16,2461.8787445,OUT045
FDX02,4006.83066706,OUT017
FDQ58,2753.38646098,OUT027
FDT51,1252.90396067,OUT046
FDD59,1789.89078948,OUT049
NCM42,1789.89078948,OUT018
FDA57,686.482768592,OUT018
FDZ48,1789.89078948,OUT035
FDE46,1800.71252845,OUT045
NCZ30,283.680784958,OUT019
FDB56,3472.24414209,OUT017
FDA25,2753.38646098,OUT027
FDD20,3207.34499924,OUT013
FDL25,1297.79896444,OUT013
NCO18,3410.1461604,OUT049
FDJ45,682.843545838,OUT017
FDR12,1800.71252845,OUT035
NCF19,122.842904747,OUT010
FDK25,3330.90424638,OUT046
NCR17,2461.8787445,OUT046
FDC52,1800.71252845,OUT046
NCA54,2606.43890836,OUT017
FDR45,542.837518449,OUT010
NCM19,2461.8787445,OUT049
FDF39,5869.25184573,OUT027
FDX23,1193.04302407,OUT049
FDD58,1353.25811668,OUT027
FDX28,2461.8787445,OUT013
NCD31,2583.18291265,OUT013
FDU57,2583.18291265,OUT018
FDI27,766.581213249,OUT046
NCM42,1789.89078948,OUT046
FDD32,1301.97397137,OUT027
FDI34,3958.5844007,OUT013
NCM29,2486.0279317,OUT049
FDG46,2461.8787445,OUT018
DRC01,122.842904747,OUT010
FDB15,5869.25184573,OUT027
NCA17,4094.62367815,OUT027
FDF10,1800.71252845,OUT046
FDR26,2753.38646098,OUT027
FDI02,1789.89078948,OUT049
NCM54,332.095500942,OUT010
FDF14,2583.18291265,OUT013
FDJ33,315.494159834,OUT010
FDM20,4160.92511717,OUT035
FDC03,5869.25184573,OUT027
NCX05,1252.90396067,OUT046
NCM41,1307.21778677,OUT027
NCU29,359.423554918,OUT010
FDQ59,1789.89078948,OUT017
FDH46,254.39462348,OUT010
FDH09,811.048908332,OUT013
NCD06,766.790308707,OUT045
FDC15,1800.71252845,OUT035
DRD37,784.616236826,OUT027
FDT28,4094.62367815,OUT027
FDR28,4094.62367815,OUT027
FDT38,1789.89078948,OUT017
FDV34,1306.53572375,OUT027
FDY52,1130.22606656,OUT035
FDB34,1789.89078948,OUT013
DRL23,1789.89078948,OUT018
DRB24,3296.90986572,OUT046
FDJ50,931.045684307,OUT046
FDQ49,1800.71252845,OUT035
FDP20,1183.88288712,OUT035
FDV19,4094.62367815,OUT027
NCR54,2611.66423433,OUT045
FDO09,542.837518449,OUT010
FDS57,1793.35036678,OUT018
FDN10,1789.89078948,OUT049
FDV23,1789.89078948,OUT049
FDY28,3842.81891296,OUT049
DRG51,1800.71252845,OUT013
FDD45,253.757491325,OUT019
NCL18,4094.62367815,OUT027
NCM29,2486.0279317,OUT013
FDF17,5869.25184573,OUT027
FDE22,1800.71252845,OUT017
FDQ22,682.843545838,OUT017
FDS01,2602.20298241,OUT013
FDW35,738.961452953,OUT027
FDJ33,2477.42993307,OUT046
NCF54,2595.7865269,OUT035
FDE09,1299.39727718,OUT013
NCE06,1228.32490429,OUT045
DRH49,1186.20089592,OUT049
FDY43,1183.88288712,OUT045
NCT05,4160.73217652,OUT017
FDZ34,3510.44819709,OUT045
FDL38,1789.89078948,OUT017
FDZ31,3503.87866567,OUT017
FDR14,960.491332089,OUT035
NCN54,1195.52719328,OUT049
NCC42,2753.38646098,OUT027
FDK08,1183.88288712,OUT017
FDP59,1789.89078948,OUT013
FDV22,2583.18291265,OUT035
FDD33,4083.18756694,OUT035
DRE60,5869.25184573,OUT027
FDK52,4039.99260875,OUT046
FDA02,1800.71252845,OUT017
FDM56,1193.04302407,OUT049
FDE57,3298.8101328,OUT035
FDM32,1182.28457438,OUT045
NCQ30,1353.25811668,OUT027
FDQ27,2753.38646098,OUT027
FDT60,2753.38646098,OUT027
FDU43,2615.59255083,OUT049
NCO55,1228.32490429,OUT035
FDG02,1800.71252845,OUT045
FDJ28,2611.66423433,OUT013
FDP40,1789.89078948,OUT045
FDJ38,3514.70859732,OUT045
NCC54,4047.66540502,OUT017
NCZ41,1789.89078948,OUT046
FDK38,360.810474513,OUT019
FDU52,1800.71252845,OUT013
FDC40,1197.97308263,OUT046
NCR30,1169.91990689,OUT017
NCN18,2461.8787445,OUT017
FDB50,1789.89078948,OUT035
FDG04,2611.66423433,OUT013
FDR26,1800.71252845,OUT035
NCT17,3401.02238386,OUT018
FDX35,5869.25184573,OUT027
FDS12,1789.89078948,OUT046
NCZ29,2753.38646098,OUT027
FDB38,413.908822949,OUT010
FDP12,727.518253927,OUT013
FDP22,798.858345257,OUT046
FDS26,4079.62979569,OUT018
FDR52,2611.66423433,OUT046
DRJ13,2583.18291265,OUT046
FDU48,1353.25811668,OUT027
FDE29,1034.67390683,OUT035
NCT29,1789.89078948,OUT049
DRK37,3375.36565485,OUT018
FDK55,1215.83029702,OUT046
FDR07,1252.90396067,OUT046
FDO21,4094.62367815,OUT027
FDK46,2615.59255083,OUT049
FDB12,1789.89078948,OUT045
FDT31,4094.62367815,OUT027
FDJ33,2477.42993307,OUT045
FDC26,1317.88960367,OUT027
NCQ02,3447.60820484,OUT045
FDP08,542.837518449,OUT010
FDB11,5869.25184573,OUT027
FDV55,2572.07118125,OUT013
FDW20,1789.89078948,OUT049
NCJ18,316.375269034,OUT019
FDC41,1224.21503195,OUT018
FDE14,2753.38646098,OUT027
FDG35,1800.71252845,OUT013
FDF45,966.108606617,OUT035
FDS19,1300.9195305,OUT027
FDS58,542.837518449,OUT019
FDA26,3918.53549998,OUT017
FDM32,1190.03063935,OUT049
FDL45,2477.42993307,OUT046
FDZ55,3300.66800692,OUT049
FDY37,2499.72428623,OUT049
FDO46,3495.57356607,OUT046
FDQ60,1218.84268174,OUT046
FDA19,1793.35036678,OUT018
FDL15,1252.90396067,OUT046
FDM10,2615.59255083,OUT018
NCL05,687.314113317,OUT017
DRK49,122.842904747,OUT010
NCE18,5869.25184573,OUT027
FDG40,689.211606336,OUT049
DRI59,4011.02465674,OUT045
FDK28,4189.92813831,OUT035
NCD06,122.842904747,OUT019
FDO11,542.837518449,OUT019
FDK27,1789.89078948,OUT046
FDT43,816.734601381,OUT027
FDD38,1789.89078948,OUT018
FDA16,3890.44917996,OUT049
FDL14,2753.38646098,OUT027
NCM17,694.457519679,OUT049
FDD20,3253.62906876,OUT045
FDA40,1180.8705024,OUT045
FDL43,1789.89078948,OUT045
FDV15,1789.89078948,OUT045
FDE52,3262.82255013,OUT046
NCL17,343.614093504,OUT010
NCJ31,4058.21032611,OUT045
FDR60,1175.9863181,OUT045
NCA18,1183.88288712,OUT035
FDS21,1325.10291339,OUT027
FDW09,1175.9863181,OUT035
FDL26,3310.29464654,OUT035
FDS47,1789.89078948,OUT018
FDC39,3734.58834958,OUT046
FDT51,1228.32490429,OUT035
FDK40,4303.74025411,OUT035
NCG19,2615.59255083,OUT045
FDZ07,1102.56967802,OUT046
FDF08,1307.21778677,OUT027
FDO04,1018.54326814,OUT013
FDK41,1789.89078948,OUT018
FDP15,4130.29691405,OUT049
NCD43,1191.1268947,OUT018
NCP18,2572.07118125,OUT013
FDZ51,1789.89078948,OUT046
DRH13,1207.90143936,OUT035
FDF38,692.132686052,OUT045
NCI43,768.097785086,OUT045
FDM38,1007.98425962,OUT027
FDS03,1315.68409105,OUT013
DRJ47,3394.34113219,OUT017
FDT50,252.326959197,OUT010
FDV02,2595.7865269,OUT046
NCG18,1789.89078948,OUT017
FDW52,3303.91312753,OUT046
FDS40,687.408520017,OUT035
FDN31,2611.66423433,OUT017
FDA37,2467.3584542,OUT045
FDA15,4138.62706515,OUT046
FDL39,2606.43890836,OUT046
FDJ53,1789.89078948,OUT045
FDX22,3807.31430893,OUT013
NCZ42,4120.91576098,OUT045
FDD56,4094.62367815,OUT027
FDD40,3547.5561016,OUT017
FDS50,3867.69097084,OUT013
NCN14,1800.71252845,OUT013
FDT15,1800.71252845,OUT013
NCS18,4094.62367815,OUT027
NCO26,315.494159834,OUT010
FDF58,1040.45877975,OUT018
NCB19,1789.89078948,OUT013
FDH26,1793.35036678,OUT017
DRB24,5869.25184573,OUT027
FDA49,1232.55652715,OUT018
FDB32,1789.89078948,OUT045
FDI36,3548.4113715,OUT017
NCA17,356.94230028,OUT010
FDH22,1789.89078948,OUT013
NCM26,2583.18291265,OUT018
FDT15,2753.38646098,OUT027
FDB16,1188.11450999,OUT018
NCP54,4094.62367815,OUT027
FDJ36,1789.89078948,OUT013
FDO28,1183.88288712,OUT045
FDU09,2461.8787445,OUT013
FDF29,2480.10877068,OUT017
FDY08,1793.35036678,OUT013
DRJ59,682.843545838,OUT018
FDT23,1309.99303465,OUT027
FDU15,682.843545838,OUT018
FDT47,2461.8787445,OUT013
FDI53,418.623309303,OUT019
FDR59,4123.46726099,OUT018
FDD53,691.047742771,OUT035
FDY51,3906.9191026,OUT017
FDT04,689.211606336,OUT049
FDU51,3427.03948925,OUT049
FDG14,3304.60196259,OUT035
NCU06,2615.59255083,OUT045
DRG25,3484.4531799,OUT046
DRH49,1178.27903648,OUT035
FDN15,1793.35036678,OUT035
FDL43,1789.89078948,OUT018
NCT18,3482.31909069,OUT049
NCB31,2615.59255083,OUT013
FDK57,3264.20871765,OUT035
FDY04,440.561128104,OUT019
NCP54,2467.3584542,OUT046
FDF41,4002.25607579,OUT013
FDM01,2461.8787445,OUT045
FDW03,2461.8787445,OUT045
FDF28,2467.3584542,OUT045
FDY37,2499.72428623,OUT017
FDQ03,1800.71252845,OUT017
FDP51,2753.38646098,OUT027
FDJ40,2461.8787445,OUT017
FDC32,1235.88672849,OUT049
DRI49,2753.38646098,OUT027
NCW54,952.317118564,OUT017
FDF09,682.843545838,OUT017
FDP45,4012.59586786,OUT018
DRJ23,2611.66423433,OUT018
FDS59,1789.89078948,OUT017
FDY08,1793.35036678,OUT046
FDX16,2572.07118125,OUT049
FDY16,3375.99029566,OUT018
FDK32,3307.63326379,OUT035
FDQ22,728.484600979,OUT013
NCC31,1800.71252845,OUT018
FDG58,1800.71252845,OUT049
DRF48,1800.71252845,OUT013
DRH36,1178.06951702,OUT049
NCR30,1172.5290072,OUT035
FDB03,542.837518449,OUT019
FDZ28,2753.38646098,OUT027
FDR35,3557.62661481,OUT017
DRD15,4094.62367815,OUT027
FDJ33,319.211403767,OUT019
FDA56,316.040573145,OUT010
FDP56,768.815928123,OUT046
NCT30,768.815928123,OUT046
FDK15,1789.89078948,OUT017
FDH44,1800.71252845,OUT018
FDV01,2583.18291265,OUT013
DRG03,2583.18291265,OUT017
FDG50,1351.65980394,OUT027
FDR16,542.837518449,OUT010
FDZ60,1251.76124101,OUT046
DRG03,2583.18291265,OUT045
FDS56,4108.80671692,OUT018
FDU33,761.260368369,OUT045
DRD27,1183.88288712,OUT035
FDW22,3986.42734051,OUT046
DRA24,2585.39894988,OUT045
FDF38,690.177953388,OUT049
FDX48,1800.71252845,OUT013
FDS58,3196.17272172,OUT018
FDC32,1251.30564793,OUT046
NCQ29,1800.71252845,OUT045
DRK39,1789.89078948,OUT018
NCS38,1789.89078948,OUT017
DRO47,1789.89078948,OUT013
DRG27,738.961452953,OUT027
FDC57,2753.38646098,OUT027
FDS55,2572.07118125,OUT046
NCJ06,1789.89078948,OUT018
FDO01,312.490934376,OUT019
NCM55,2611.66423433,OUT045
FDC52,1800.71252845,OUT049
FDQ15,1789.89078948,OUT045
NCT30,814.095207261,OUT027
NCR42,734.490885474,OUT027
FDD28,966.108606617,OUT035
FDQ34,1203.4237623,OUT049
FDZ12,4094.62367815,OUT027
DRE13,251.877684233,OUT019
NCN07,320.643580618,OUT019
FDM28,1800.71252845,OUT035
FDI10,3394.28067342,OUT017
FDQ25,2595.7865269,OUT013
FDA38,444.982851394,OUT010
DRI13,3857.94408055,OUT049
FDY20,1350.51708429,OUT027
NCZ53,3485.38465579,OUT035
NCM31,2552.68790704,OUT013
DRB01,1800.71252845,OUT017
DRF37,4251.93814736,OUT046
NCF42,1800.71252845,OUT049
FDF16,1800.71252845,OUT018
FDB41,807.122575715,OUT013
FDR34,3993.51857995,OUT013
FDR15,2583.18291265,OUT018
NCV42,278.094292916,OUT019
FDW51,3865.55010235,OUT035
FDU36,1789.89078948,OUT017
FDX60,1789.89078948,OUT049
FDY03,1789.89078948,OUT035
FDW55,4172.9746829,OUT045
FDT01,542.837518449,OUT010
FDG58,1800.71252845,OUT013
FDK21,4134.85220965,OUT017
NCS41,443.535020468,OUT019
FDS10,2606.43890836,OUT045
NCT53,1800.71252845,OUT046
FDJ28,2611.66423433,OUT018
FDX44,1789.89078948,OUT045
FDT20,683.80989289,OUT018
FDO44,2461.8787445,OUT017
NCX17,3975.52161777,OUT049
FDY01,1789.89078948,OUT017
FDJ12,5869.25184573,OUT027
DRK35,682.843545838,OUT018
FDD47,542.837518449,OUT019
NCM53,1789.89078948,OUT035
FDO45,1296.38489246,OUT013
NCM42,271.590971857,OUT010
FDE04,2602.20298241,OUT046
NCI30,4094.62367815,OUT027
FDZ19,3313.72571345,OUT013
FDW57,3292.8376662,OUT013
FDA25,1789.89078948,OUT013
FDT22,987.502378085,OUT046
FDP51,1789.89078948,OUT013
FDD48,2753.38646098,OUT027
FDY39,3487.81007791,OUT035
FDO48,466.560334641,OUT010
FDD23,5869.25184573,OUT027
DRN35,734.490885474,OUT027
FDT01,3891.65067958,OUT035
FDC20,122.842904747,OUT010
DRJ35,1097.12959248,OUT035
FDB32,1789.89078948,OUT046
FDL24,3392.27701586,OUT046
NCV42,1789.89078948,OUT035
FDZ46,1789.89078948,OUT046
FDC15,1800.71252845,OUT013
FDD08,122.842904747,OUT019
FDY50,1789.89078948,OUT049
FDD36,1789.89078948,OUT013
FDG57,814.095207261,OUT027
FDL21,687.314113317,OUT018
FDN16,2753.38646098,OUT027
FDJ09,811.860492387,OUT027
FDS01,465.112503715,OUT010
FDV33,4251.32630299,OUT017
DRE12,1789.89078948,OUT017
FDR07,1343.83929435,OUT013
FDP48,542.837518449,OUT010
NCB55,966.108606617,OUT035
FDQ08,1126.04577868,OUT013
FDR34,4069.94614276,OUT035
FDO33,1789.89078948,OUT046
FDP13,689.45981035,OUT045
FDX12,4036.86810954,OUT049
NCT06,1800.71252845,OUT049
FDR16,542.837518449,OUT019
FDE36,3306.20620792,OUT046
FDZ36,3500.58477866,OUT049
FDV13,1789.89078948,OUT045
NCZ17,687.408520017,OUT035
FDU56,3439.21889423,OUT045
FDM09,1800.71252845,OUT035
FDV02,2595.7865269,OUT017
FDS34,1789.89078948,OUT018
FDA11,1789.89078948,OUT049
FDP09,3894.04843517,OUT017
FDB29,2753.38646098,OUT027
FDT19,3404.01801854,OUT017
DRH15,695.988027188,OUT017
FDY38,4008.52276416,OUT046
FDF14,4094.62367815,OUT027
FDN48,251.654788126,OUT010
FDQ12,2615.59255083,OUT013
NCJ43,1800.71252845,OUT045
FDE17,357.782806563,OUT019
FDB05,4092.98267098,OUT035
FDH10,2611.66423433,OUT045
NCR06,687.314113317,OUT017
FDU32,1789.89078948,OUT018
FDD56,2595.7865269,OUT049
FDO36,2606.43890836,OUT018
FDH16,252.619864772,OUT010
FDX10,682.843545838,OUT018
FDZ37,1180.8705024,OUT017
FDU31,542.837518449,OUT010
DRC49,2499.72428623,OUT049
FDL15,1228.32490429,OUT045
FDN32,542.837518449,OUT019
DRH59,1294.85311928,OUT027
NCU29,2572.07118125,OUT049
FDR37,542.837518449,OUT019
FDS14,1800.71252845,OUT018
FDU02,5869.25184573,OUT027
FDJ08,2611.66423433,OUT035
NCZ06,4107.9701793,OUT045
FDO31,1789.89078948,OUT049
FDH31,1191.1268947,OUT018
FDS58,3283.5938293,OUT017
NCA53,814.095207261,OUT027
FDF50,3558.7334795,OUT046
NCW42,2615.59255083,OUT049
NCQ17,2583.18291265,OUT045
FDK51,4182.43922229,OUT018
NCW41,542.837518449,OUT010
NCR29,945.830083565,OUT017
FDB08,370.621019671,OUT019
FDA40,1305.8037148,OUT027
FDL14,1800.71252845,OUT018
FDB47,2611.66423433,OUT046
FDO03,4059.5786315,OUT035
DRK13,542.837518449,OUT019
FDX13,542.837518449,OUT010
FDF52,2611.66423433,OUT046
FDT11,2611.66423433,OUT013
FDB08,2583.18291265,OUT013
FDQ28,3218.76541676,OUT018
FDD29,4158.5001541,OUT045
NCQ29,2753.38646098,OUT027
NCO02,1273.40860111,OUT013
FDR56,542.837518449,OUT010
NCM54,2477.42993307,OUT049
FDP51,1789.89078948,OUT035
FDT38,1789.89078948,OUT013
FDZ20,4016.81770173,OUT018
FDJ53,1789.89078948,OUT013
FDX13,4060.84882085,OUT049
FDP58,2615.59255083,OUT035
NCK31,122.842904747,OUT019
FDA35,2467.3584542,OUT018
FDV37,2611.66423433,OUT018
NCO07,4094.62367815,OUT027
FDA20,3488.64848105,OUT045
FDZ59,2593.76702863,OUT035
NCY17,700.119333665,OUT017
FDQ28,3308.12878124,OUT035
FDV35,3314.54298274,OUT017
FDQ36,727.518253927,OUT013
FDD34,2583.18291265,OUT018
FDK51,4264.46258101,OUT045
FDV31,1800.71252845,OUT035
FDR04,1789.89078948,OUT035
FDR14,952.317118564,OUT049
DRC36,542.837518449,OUT010
FDE39,317.391603773,OUT019
FDP57,1789.89078948,OUT049
FDE57,3296.61310149,OUT046
NCN18,2461.8787445,OUT046
NCQ05,2580.57436137,OUT018
FDW47,1789.89078948,OUT035
FDV46,1793.35036678,OUT035
NCP29,1143.76466745,OUT045
FDE09,1191.1268947,OUT018
NCU06,4094.62367815,OUT027
FDT19,542.837518449,OUT010
DRF15,1183.88288712,OUT017
DRI51,3262.57545502,OUT013
NCX54,1789.89078948,OUT013
DRE01,2615.59255083,OUT013
NCB07,3553.98795182,OUT045
FDU50,1789.89078948,OUT035
FDG40,687.408520017,OUT035
FDW10,3279.98171915,OUT018
FDX51,2611.66423433,OUT013
NCP17,1157.78944377,OUT045
FDP21,3501.49544104,OUT035
FDL04,1789.89078948,OUT045
FDV23,1789.89078948,OUT013
FDF24,1789.89078948,OUT046
FDH56,2753.38646098,OUT027
FDB51,1043.78131939,OUT049
FDI58,2753.38646098,OUT027
FDR20,807.122575715,OUT013
FDC51,2467.3584542,OUT018
FDB16,1305.8037148,OUT027
FDE40,1039.11261542,OUT049
NCM17,692.65443336,OUT035
FDU56,3491.72109235,OUT035
FDS32,322.367213645,OUT019
FDX02,3948.116006,OUT049
FDT39,4094.62367815,OUT027
FDE35,966.108606617,OUT017
NCI42,465.112503715,OUT019
DRL23,1789.89078948,OUT046
FDA10,1789.89078948,OUT046
FDA11,1789.89078948,OUT013
NCM06,2583.18291265,OUT046
NCT05,4251.81782882,OUT035
NCQ02,542.837518449,OUT010
NCY06,2486.0279317,OUT049
FDY56,4016.7273099,OUT035
FDL02,1789.89078948,OUT035
NCI06,3415.07781708,OUT035
FDQ14,1800.71252845,OUT045
FDQ12,2615.59255083,OUT017
FDP36,768.815928123,OUT046
FDK21,5869.25184573,OUT027
FDO40,2572.07118125,OUT045
NCK54,281.337441384,OUT019
FDY09,1191.1268947,OUT018
NCW30,4175.13921744,OUT049
NCC55,734.490885474,OUT027
FDE58,2465.11099147,OUT018
FDR39,3409.42763628,OUT013
FDU28,1800.71252845,OUT049
FDH08,4023.23763601,OUT017
FDG35,1800.71252845,OUT045
FDG22,689.211606336,OUT049
FDC34,2583.18291265,OUT035
FDP15,4063.42536604,OUT018
FDK34,542.837518449,OUT010
FDU45,1789.89078948,OUT035
FDQ04,737.265934563,OUT027
FDX22,3750.21375876,OUT018
FDB45,1189.43922648,OUT017
NCH43,2753.38646098,OUT027
DRE60,3963.6888906,OUT046
FDD17,5869.25184573,OUT027
NCM54,2480.10877068,OUT017
NCH55,1789.89078948,OUT013
NCT06,1800.71252845,OUT017
FDA48,5869.25184573,OUT027
FDY58,5869.25184573,OUT027
FDO25,3863.37072016,OUT045
FDN50,1183.88288712,OUT045
FDH35,2589.55478611,OUT035
FDK09,4003.22745345,OUT045
FDO16,1789.89078948,OUT013
FDW11,1157.78944377,OUT045
FDU47,1308.81609952,OUT027
NCQ42,331.915774201,OUT010
FDK55,1350.51708429,OUT027
FDN08,1789.89078948,OUT049
FDT57,4105.52743705,OUT045
FDJ12,3727.10341003,OUT018
DRL59,794.891646788,OUT017
NCN53,689.211606336,OUT046
FDO51,122.842904747,OUT010
FDK56,2611.66423433,OUT017
FDY12,841.4214231,OUT035
FDU15,687.408520017,OUT035
FDQ19,4112.82816484,OUT046
DRF15,1183.88288712,OUT045
DRE25,253.005818754,OUT019
FDK57,3176.78761006,OUT018
FDD33,542.837518449,OUT010
FDR34,5869.25184573,OUT027
FDU04,1789.89078948,OUT045
FDE35,129.468368824,OUT019
NCD31,2583.18291265,OUT035
FDJ56,1789.89078948,OUT035
NCU53,1800.71252845,OUT046
FDD39,3903.96576503,OUT035
NCU17,255.532250033,OUT019
FDJ20,1789.89078948,OUT046
NCW41,3169.40347175,OUT018
FDL52,687.408520017,OUT035
FDS39,3301.04915392,OUT035
DRJ47,3394.34113219,OUT045
FDP13,122.842904747,OUT010
DRK39,249.277505619,OUT010
FDF28,326.546909973,OUT010
FDB09,1228.32490429,OUT045
FDM51,1789.89078948,OUT046
DRM49,732.96889719,OUT018
DRF23,2595.7865269,OUT013
DRH01,2595.7865269,OUT035
FDH12,1353.25811668,OUT027
FDA28,288.290519014,OUT019
FDW37,1789.89078948,OUT018
FDF02,1789.89078948,OUT046
DRL37,693.682173815,OUT046
NCF43,2499.72428623,OUT046
FDH08,542.837518449,OUT010
FDR34,542.837518449,OUT019
NCK19,2611.66423433,OUT049
NCD55,687.314113317,OUT018
FDT27,3994.16737922,OUT049
FDQ57,2572.07118125,OUT045
FDA47,2583.18291265,OUT035
DRG15,1282.82742345,OUT027
FDE05,2572.07118125,OUT018
FDN46,2461.8787445,OUT046
FDX27,1307.21778677,OUT027
FDT51,1228.32490429,OUT045
FDU33,743.526980997,OUT013
FDJ16,1105.73992727,OUT027
FDD20,542.837518449,OUT019
FDT36,689.211606336,OUT049
DRF15,1308.81609952,OUT027
FDN52,251.454461304,OUT010
FDC22,4094.62367815,OUT027
FDX15,2583.18291265,OUT045
FDT13,2611.66423433,OUT013
FDU04,1789.89078948,OUT017
FDU31,542.837518449,OUT019
FDW59,1305.8037148,OUT027
NCO29,2589.55478611,OUT046
FDL15,1228.32490429,OUT035
FDI41,2572.07118125,OUT049
FDQ48,1789.89078948,OUT049
DRI39,1020.99647558,OUT013
FDI08,4094.57380223,OUT013
FDC21,1237.48504123,OUT049
FDF58,1120.46132384,OUT035
FDS08,466.560334641,OUT010
FDE47,1789.89078948,OUT045
NCP18,357.996210638,OUT019
NCR41,1789.89078948,OUT013
FDA27,4113.46576796,OUT013
FDA43,2611.66423433,OUT035
FDA49,1225.31251957,OUT045
NCE55,3325.8175935,OUT018
DRM49,811.860492387,OUT027
FDF22,5869.25184573,OUT027
FDQ15,1789.89078948,OUT018
NCS54,3391.93325769,OUT017
NCY05,727.518253927,OUT013
FDR45,4124.49940123,OUT046
FDK57,3265.76982753,OUT049
FDF41,542.837518449,OUT010
FDV21,1789.89078948,OUT046
FDD51,763.352528093,OUT046
FDF33,1789.89078948,OUT046
FDA38,1800.71252845,OUT046
FDR56,3562.08468822,OUT045
NCN41,1228.32490429,OUT017
FDC60,1350.24573197,OUT027
FDB47,2611.66423433,OUT045
DRH01,2595.7865269,OUT013
FDW08,1789.89078948,OUT046
FDF38,735.457232526,OUT027
FDY32,1800.71252845,OUT017
FDG34,1193.04302407,OUT049
FDG47,542.837518449,OUT019
NCF18,3548.89242854,OUT035
FDL39,466.560334641,OUT019
NCH55,1789.89078948,OUT035
DRJ35,1039.11261542,OUT049
FDS44,4081.25064986,OUT035
DRE01,2615.59255083,OUT018
FDY39,3407.8571459,OUT013
FDY32,1800.71252845,OUT018
FDR33,2753.38646098,OUT027
NCP50,1186.20089592,OUT049
FDZ47,1789.89078948,OUT018
FDU57,2583.18291265,OUT049
FDY44,3458.90585271,OUT013
DRH59,1177.16391447,OUT018
FDB03,5869.25184573,OUT027
FDY46,3485.98043063,OUT045
FDM39,3412.9398043,OUT045
FDY36,1216.97102437,OUT035
NCM55,2611.66423433,OUT035
FDJ50,122.842904747,OUT010
DRL60,1800.71252845,OUT013
NCJ54,4050.58695284,OUT049
FDX59,682.843545838,OUT017
FDI07,3500.46404834,OUT013
DRF51,122.842904747,OUT010
FDM14,2461.8787445,OUT017
FDP21,3503.44866451,OUT045
FDE40,1157.78944377,OUT035
FDE05,2572.07118125,OUT035
FDM13,1317.88960367,OUT027
FDC34,4094.62367815,OUT027
NCI55,2467.3584542,OUT018
NCE43,2595.7865269,OUT018
FDW58,1789.89078948,OUT018
FDG60,4094.08851537,OUT045
FDV31,1800.71252845,OUT017
FDR47,2611.66423433,OUT013
FDM60,122.842904747,OUT019
NCF06,2615.59255083,OUT018
NCN26,2753.38646098,OUT027
FDQ59,1789.89078948,OUT049
FDF09,689.211606336,OUT046
NCS06,4237.65921884,OUT017
FDT44,1789.89078948,OUT046
FDI19,4144.52625473,OUT017
FDT22,1031.95334493,OUT017
NCF54,4094.62367815,OUT027
DRG25,3482.81741714,OUT045
FDB59,2611.66423433,OUT017
FDQ37,3560.21910295,OUT017
FDP56,767.012841804,OUT035
FDW44,1800.71252845,OUT035
FDJ26,465.112503715,OUT010
FDU43,2615.59255083,OUT018
FDW33,1789.89078948,OUT045
NCX53,4094.62367815,OUT027
FDN56,359.210150843,OUT010
DRF15,1193.04302407,OUT049
FDO33,1789.89078948,OUT017
FDZ39,253.64295091,OUT010
NCJ19,952.317118564,OUT017
